Hemmalag,Bortalag,Hemmamål,Bortamål,Publik,Domare,Arena,Datum,Säsong
Helsingborg,Halmstad,1,2,13530,NA,NA,2004-10-25,2004
Sundsvall,Djurgården,0,1,6158,NA,NA,2004-10-25,2004
Örgryte,Sundsvall,1,3,6867,NA,NA,2004-10-30,2004
Örebro,Landskrona,2,0,6352,NA,NA,2004-10-30,2004
Trelleborg,AIK,1,3,1011,NA,NA,2004-10-30,2004
Malmö FF,Elfsborg,1,0,27343,NA,NA,2004-10-30,2004
Hammarby,Kalmar,0,3,10522,NA,NA,2004-10-30,2004
Halmstad,IFK Göteborg,1,1,16867,NA,NA,2004-10-30,2004
Djurgården,Helsingborg,2,1,9148,NA,NA,2004-10-30,2004
Helsingborg,Halmstad,2,0,14453,NA,NA,2005-04-09,2005
Malmö FF,IFK Göteborg,1,2,26504,NA,NA,2005-04-10,2005
Kalmar,Gefle,1,0,4191,NA,NA,2005-04-10,2005
